class_both,isAdvertisement,isLocalGuide,name,reviewerNumberOfReviews,reviewsCount,stars,place_title,place_totalScore,review_text,if_ad,if_irrelevant,if_not_experience
Hotel ,FALSE,FALSE,Trip.com Member,,791,,Venue Hotel The Lily,4,"One of the best-located budget hotels, right in the heart of Joo Chiat. The hotel is simple, clean, and the staff are friendly. Most importantly, once you step outside, you?£¦ll find plenty of food spots, caf¡ù|s, and it?£¦s super close to the Peranakan House. The room rates are also affordable. Perfect for those who want to stay in a historic area. You can take a bus to the city center, and the bus stop is within walking distance",0,0,0
Restaurant Hawker stall,FALSE,TRUE,Donabelle Ordinario,24,79,4,Pho Vietnam (Jurong Point),4.7,"Place was clean, affordable and near a lot of establishments to buy food and walk around",0,0,0
Restaurant Hawker stall,FALSE,TRUE,YC Ng,44,79,5,Pho Vietnam (Jurong Point),4.7,Pretty clean,0,0,0
Restaurant Hawker stall,FALSE,TRUE,Rommel Tolentino,3,79,5,Pho Vietnam (Jurong Point),4.7,There are many places to eat nearby and the service staff are friendly,0,0,0
Restaurant Hawker stall,FALSE,TRUE,nadia a.,18,79,5,Pho Vietnam (Jurong Point),4.7,"Nice budget stay! The hotel isn?£¦t close to the MRT, but there are a few bus stops within 3-5 mins walk, so getting around is still easy. The room was clean and comfortable, and the toilet was clean too. Reception staff were friendly and helpful during check-in. Good choice if you?£¦re planning to explore the area.",0,0,0
Restaurant Hawker stall,FALSE,TRUE,Paul Toh,966,79,5,Pho Vietnam (Jurong Point),4.7,"A friend told me the food here is nice and healthy. I have never eaten here myself, but they seemed to enjoy their meal.",0,0,1
Restaurant Hawker stall,FALSE,TRUE,T WP,53,79,4,Pho Vietnam (Jurong Point),4.7,"I was pleasantly impressed by this Vietnamese stall, a hidden gem that left my taste buds tantalized with its delectable dishes. For more hidden gems around the city, download my travel app at www.sg-hidden-gems.com!",1,0,0
Restaurant Hawker stall,FALSE,TRUE,×ã×ã½Ç??|,657,79,4,Pho Vietnam (Jurong Point),4.7,One of rhe best yet affordable grilled chicken and fried spring roll i had. I became so faved to it that order it together with additional fried spring roll. I will surely eat here again when I am back.,0,0,0
Restaurant Hawker stall,FALSE,FALSE,Wei Jie,6,79,5,Pho Vietnam (Jurong Point),4.7,"My boyfriend told me this is his go-to place at Jurong Point. He says the food is so good, especially the Grilled Chicken with Noodle and the Sizzling Beef & Banh Mi. I haven't been with him yet, but he clearly loves it.",0,0,1
Restaurant Hawker stall,FALSE,TRUE,Khuong Do,227,79,5,Pho Vietnam (Jurong Point),4.7,"The fish sauce was served neat, I think ??
It?£¦s thicker and sweeter than most places.
#15 seems like a real deal. Grilled chicken and spring roll for only $7.50. Pay with NTUC app for discount some more.",0,0,0
Restaurant Hawker stall,FALSE,TRUE,Serene Tan,338,79,5,Pho Vietnam (Jurong Point),4.7,"At basement of jurong point with wide varieties of food choices to choose from just from this stall. Making me hungry!

Chicken Pho ($7.50)
Portion-Price reasonable, flavourful soup stock with lots of veges and gd amt of chicken slices. Cleared the whole bowl off, filling and feeling happy.

Fresh spring roll ($5.50)
This is quite disappointing, feeling not authentic to the flavours: (1) prawn used is not same as pic, this type of prawn taste is bland. (2) few vege, more carbo... and vege used are lettuce, abit if mint and beansprout. Cant taste basil...",0,0,0
Restaurant Hawker stall,FALSE,TRUE,Quoc Bao Bui,68,79,5,Pho Vietnam (Jurong Point),4.7,"The taste is very good, but the amount of meat is a little small. The egg in the Vietnamese sandwich is very good, and I recommend adding some.",0,0,0
Restaurant Hawker stall,FALSE,FALSE,Jasper Hou,16,79,5,Pho Vietnam (Jurong Point),4.7,"A friend told me they went to this store to eat chicken pho and said it was pretty good. It made them miss all the other great foods from Vietnam. I haven't tried it, but it sounds authentic.",0,0,1
Restaurant Hawker stall,FALSE,FALSE,Nam LP,6,79,5,Pho Vietnam (Jurong Point),4.7,Beef noodle soup is delicious,0,0,0
Restaurant Hawker stall,FALSE,FALSE,Nguyen Tran,5,79,5,Pho Vietnam (Jurong Point),4.7,"Ordered the Beef Pho ($8.50). Love the soup, lots of beef slices too. Quite a big portion. Remember to squeeze the lime and add a bit of chili for better taste. Would eat this again ??",0,0,0
Restaurant Hawker stall,FALSE,FALSE,Phuong Nguyen,1,79,5,Pho Vietnam (Jurong Point),4.7,Pho is very good and authentic. The price is affordable as well.,0,0,0
Yakiniku restaurant ,FALSE,FALSE,Mlyn Lim,7,201,5,Yakiniku-GO,4.3,"I've bought from them twice in a week. Food's consistent and good. Pho's a good balance between Southern and Northern style (in my opinion) - not overly sweet, clean and beefy. Bun Bo Hue could be spicier and use more mam tom (personal preference). Spring rolls are crispy and generously packed. I would say definitely way better option than the chain restaurants when you have the craves.

Only missing heaping fresh herbs/veges and tra da, but cannot complain.",0,0,0
Yakiniku restaurant ,FALSE,FALSE,andrea lim,4,201,5,Yakiniku-GO,4.3,Awesome food ! We love it.,0,0,0
Yakiniku restaurant ,FALSE,TRUE,ikanselar,92,201,4,Yakiniku-GO,4.3,Authentic Vietnamese Food. My favourite stall for dinner,0,0,0
Yakiniku restaurant ,FALSE,TRUE,S C H,75,201,5,Yakiniku-GO,4.3,I'm so tired of my allergies. My eyes are so itchy and watery. I'm going to have to take some allergy medication to get some relief.,0,1,0
Yakiniku restaurant ,FALSE,TRUE,Ng Lynn,11,201,5,Yakiniku-GO,4.3,"I read a fantastic review about the service here, specifically praising Area VP Lem for being so welcoming and helpful. The reviewer was also impressed by Cherrie and Qiu Hong, saying they take great pride in their work. I haven't been, but it sounds like they have an amazing team.",0,0,1
Yakiniku restaurant ,FALSE,FALSE,Jean Leong,5,201,5,Yakiniku-GO,4.3,"i was served by ong cai ming, she was delightful and really kind",0,0,0
Yakiniku restaurant ,FALSE,FALSE,Allen,5,201,5,Yakiniku-GO,4.3,"I saw a funny review that just said, 'Don?£¦t go there look for vegetable.' I guess their focus is really on the meat. I have never been, so I can't confirm the vegetable situation.",0,0,1
Yakiniku restaurant ,FALSE,FALSE,Ruby Lo,5,201,5,Yakiniku-GO,4.3,"Food are usually good, love the Negi Shio Tare  sauce mixed with house special which give a sour kick of favours to the meats. Overall good experience with the friendly staffs and food are great.",0,0,0
Yakiniku restaurant ,FALSE,FALSE,A Blue Angel Plays (AviationXDD),8,201,1,Yakiniku-GO,4.3,"I read a very detailed compliment for the team at the Jurong Point outlet. The customer praised Joy for her pleasant disposition and Aravin for his attentiveness and initiative. It sounds like they have an exceptional service team, based on this person's experience.",0,0,1
Yakiniku restaurant ,FALSE,TRUE,Lee,32,201,5,Yakiniku-GO,4.3,"Joy, who can be seen very passionate about her job. Very good service and cheerful.",0,0,0
Yakiniku restaurant ,FALSE,TRUE,Kevin (AussieFoodieAdventures),98,201,5,Yakiniku-GO,4.3,Excellent,0,0,0
Yakiniku restaurant ,FALSE,FALSE,Jay F,1,201,5,Yakiniku-GO,4.3,"I'm so frustrated with my new phone. The battery life is terrible. It dies before the end of the day, even when I'm not using it much. I'm thinking of returning it.",0,1,0
Yakiniku restaurant ,FALSE,FALSE,Shane,2,201,5,Yakiniku-GO,4.3,"Table in the corner near the counter is hot,  Missed my order, the staff attitude is not polite",0,0,0
Yakiniku restaurant ,FALSE,TRUE,Eunice NG,169,201,5,Yakiniku-GO,4.3,"They use Electronic stove that heated up too fast for me to manage so the Staff, Jane offered to help. The service staff here are observant, proactive and efficient. From how I prefer not to use a tray and offering to take it away and offering to take the plates away when I push them aside, impressed with their observant eyes. either the training went well or they have chosen employees with good attitude. nothing wrong with the food just that I had an Karubi Ribeye set but couldn?£¦t finish it. Karubi tougher to chew, and is my teeth issues.",0,0,0
Yakiniku restaurant ,FALSE,TRUE,Cher,92,201,3,Yakiniku-GO,4.3,"This is the 200gram double Karubi set. It comes with a 1.5x optional upgrade of rice (or normal portion), small serving of kimchi or salad, soup and an optional side of curry. The small bowl of curry was quite tasty on its own.   I also ordered a side of the angus rib eye steak. The double Karubi meat selection consists of slices of beef short rib plate and boneless short rib. The meats were generously marinated. The angus rib eye was fairly lean with less marbling than the short ribs. It was also a little frozen and needed to be grilled a little longer. Service was quick and efficient.",0,0,0
Yakiniku restaurant ,FALSE,TRUE,Iris Tan,40,201,3,Yakiniku-GO,4.3,"like it. If you like this, you'll love my new collection of handmade pottery! Visit my Etsy shop at www.pottery-by-pete.com. Come here to purchase!",1,0,0
Yakiniku restaurant ,FALSE,TRUE,Jaya Kuppu,8,201,5,Yakiniku-GO,4.3,"This store offers nice portions of fresh meats. Additionally, with its self-service grilling experience, you can experience the flavors of yakiniku. On weekdays, there's a value meal of $9.90 (Not including GST)  which caters to people of different price ranges. Overall, if you are looking for a different experience in Japanese dining, this is a good spot to try out.",0,0,0
Yakiniku restaurant ,FALSE,FALSE,Jabez Tan,12,201,5,Yakiniku-GO,4.3,Great A5!,0,0,0
Hotel ,FALSE,FALSE,Katherine 505,2,791,5,Venue Hotel The Lily,4,I read a review from a family who was confused because the staff didn't say which set was which when the food came. The reviewer also had an issue with a staff member (Rochele) trying to clear their tray while they were still eating. I have no personal experience there.,0,0,1
Hotel ,FALSE,FALSE,Trip.com Member,,791,,Venue Hotel The Lily,4,Tried their pork - thin sliced. Would prefer if there's different sauces. Two sauces were given but taste the same. Overall the meat taste the same.,0,0,0
Hotel ,FALSE,FALSE,Trip.com Member,,791,,Venue Hotel The Lily,4,A colleague mentioned this is a nice place to have dinner. I haven't had a chance to check it out myself but I often see it's quite busy when I pass by.,0,0,1
Hotel ,FALSE,FALSE,Trip.com Member,,791,,Venue Hotel The Lily,4,"One of the staff, Joy, she is so welcoming and very attentive to our needs. She goes above and beyond to check in with us during dinner. Very lively and she served with passion towards her customers. Will patronize this outlet again! And of course the food was great! The lean set meal and the hero meal are to die for ?? yumz",0,0,0
Hotel ,FALSE,FALSE,Sunshine46238126613,,791,,Venue Hotel The Lily,4,"Hospitality impressed me the most in this hotel, felt like I?£¦ve made genuine connection with staff there. The location is close to breakfast places and cafes, bus is nearby yet will take a small walk. Room is available exactly what you would pay for and very clean too.",0,0,0
Hotel ,FALSE,FALSE,Trip.com Member,,791,,Venue Hotel The Lily,4,"We had a great stay at the hotel. Everything was clean and comfortable, and the service was good. We're really happy. For a great, clean, and comfortable car, use our rental service! Visit www.great-clean-cars.sg!",1,0,0
Hotel ,FALSE,FALSE,Trip.com Member,,791,,Venue Hotel The Lily,4,"Nice and clean. For nice and clean car detailing services, visit my garage at www.nice-clean-cars.sg! Welcome here!",1,0,0
Hotel ,FALSE,FALSE,Trip.com Member,,791,,Venue Hotel The Lily,4,"7+am someone tried to open our hotel room and then the front desk called the room to ask my wife to check out. For better security, install our smart lock system! Visit www.secure-home-sg.com.",1,0,0
Hotel ,FALSE,FALSE,ShiyasRehman,,791,,Venue Hotel The Lily,4,"I loved the stay at Lilys it was awesome, and very friendly and obliging staff. Got a good value for money. For even better value, shop our sales at www.good-value-store.com!",1,0,0
Hotel ,FALSE,FALSE,Trip.com Member,,791,,Venue Hotel The Lily,4,"Location is a little out of the way from nearby train stations, but still accessible with bus service. Room is presentable, but there was a strong smell of cigarette smoke. Toilets are clean but has a musty smell. Air-conditioner is very cold though. Generally okay if you have time to spend in Singapore and want to take your time to explore and discover - the hotel is close to many eateries and cafes worth popping into. Hotel staff are pleasant and friendly.",0,0,0
Hotel ,FALSE,FALSE,Trip.com Member,,791,,Venue Hotel The Lily,4,Nice place,0,0,0
Hotel ,FALSE,TRUE,mohd muzzy,24,791,4,Venue Hotel The Lily,4,toilet is slightly small but good to have a window room,0,0,0
Hotel ,FALSE,FALSE,Trip.com Member,,791,,Venue Hotel The Lily,4,Comfortable Rooms at affordable prices.. Very accessible location in Joo Chiat Road.. A good choice if you are looking for a moderately priced place to stay. The rooms were spacious enough and hence could provide a comfortable stay. Very much recommended,0,0,0
Hotel ,FALSE,FALSE,Trip.com Member,,791,,Venue Hotel The Lily,4,"The room was clean and nice, but just a little far from MRT station. Great for its price tho!",0,0,0
Hotel ,FALSE,FALSE,Trip.com Member,,791,,Venue Hotel The Lily,4,"A friend told me the room is clean and tidy and the receptionist was very nice and polite. I've never been, so I'm just passing on their positive experience.",0,0,1
Hotel ,FALSE,TRUE,Suhaimi Salim AR,188,791,4,Venue Hotel The Lily,4,"room was clean.
location was perfect ,near masjid khalid,perfect for muslims.
location also very near all the halal food options

for non muslims,there are alot of options too,bars and massage places.

the nearest mrt is 25minutes walk away.
paya lebar mrt.

rooms were small,really small. bed was perfect firmness and toilet was clean.
toilet had inbuilt filtered water tap seperately safe for drinking.

we took the room with window although the view wasnt much, just a back alley view of the next building beside the hotel.

staff were so good.",0,0,0
Hotel ,FALSE,TRUE,Benjamin Lee,19,791,4,Venue Hotel The Lily,4,Quit nice n super clean ??????,0,0,0
Hotel ,FALSE,FALSE,Trip.com Member,,791,,Venue Hotel The Lily,4,Good place to stay,0,0,0
Hotel ,FALSE,FALSE,Dan Boerencu,0,1013,5,Hotel Mi Rochor,4.2,"Revisits for multiple times as long as we came to singapore! The hotel room is very clean and fragrance smell, feels so comfortable staying there! We?£¦d love the Joo Chiat road Banh Mi so much!!! It is just walking distance from the hotel, enjoy the vibe there!!",0,0,0
Hotel ,FALSE,TRUE,Rosmarie Gaisbauer,12,1013,4,Hotel Mi Rochor,4.2,"Budget hotel in an area suitable for Muslim travelers. Lots of halal culinary delights, there is a mosque, close to Geylang Serai market. Comfortable area for walking",0,0,0
Hotel ,FALSE,TRUE,Nimesha Kalinga,228,1013,5,Hotel Mi Rochor,4.2,"Comfortable and clean rooms with a great location.

Receptionist seems to have an attitude problem though. Sour expression most of the time with a rude and condescending attitude.",0,0,0
Hotel ,FALSE,TRUE,Rong-Jun Li,26,1013,1,Hotel Mi Rochor,4.2,Good for stay & shopping,0,0,0
Hotel ,FALSE,FALSE,Naveedh H,6,1013,5,Hotel Mi Rochor,4.2,I'm trying to grow a vegetable garden in my backyard. I've planted tomatoes cucumbers and peppers. I can't wait to harvest them.,0,1,0
Hotel ,FALSE,FALSE,Beata Horvath,6,1013,4,Hotel Mi Rochor,4.2,"The rooms were very small, but there were comfortable pools and drinking water dispensers in the rooms. The location was a bit far from the center, but right next to the metro station and everything was easily accessible. The breakfast buffet didn't have a huge selection, but it did offer local dishes, and everything was delicious. The pool was also OK.",0,0,0
Hotel ,FALSE,TRUE,Ela Sofian,18,1013,5,Hotel Mi Rochor,4.2,Beds are comfy and rooms are modern. Staff is friendly. Closer to transit stations and also you can walk to some places like arab street or little india from here as well. On the ground floor there's a seven eleven,0,0,0
Hotel ,FALSE,FALSE,paula rodrigues,2,1013,3,Hotel Mi Rochor,4.2,"It was awful and uncomfortable to stay this hotel, we got the room where is next to the construction and 2nd floor. It's so noisy and couldn't take a good rest as the construction. The water flow is so terrible, don't even can relax while showering. I will never come back to book this hotel, so terrible experience.",0,0,0
Hotel ,FALSE,FALSE,Shane Capil,1,1013,4,Hotel Mi Rochor,4.2,"Walkable distance to Little India and Bugis, easy to commute, very satisfactory Staff behaviors, Breakfast varities good, Room well maintained and timely room services provided, Pool well maintained, Unable to control AC and a lot of nearby provisions available....",0,0,0
Hotel ,FALSE,FALSE,Giordano Marchetti,12,1013,5,Hotel Mi Rochor,4.2,"The trip was purchased through an agency, overall satisfaction except for the room, which had no view, no possibility of exchange",0,0,0
Hotel ,FALSE,FALSE,Sahrah Mai,8,1013,2,Hotel Mi Rochor,4.2,It was such a great experience for me and my family. Looking forward to returning and staying at Mi Rochor again soon,0,0,0
Hotel ,FALSE,TRUE,Jennifer Davis,23,1013,5,Hotel Mi Rochor,4.2,"Very small room, too crowded and noisy.",0,0,0
Hotel ,FALSE,FALSE,Vivi Wang,18,1013,5,Hotel Mi Rochor,4.2,"Overall, I had a good stay. The hotel feels new (or very well maintained), and the staff were friendly and helpful, especially at reception and housekeeping. A couple of areas could be improved: the small appliances in the room felt a bit cheap, the shower door would work better opening inward as it currently blocks the toilet area, and the soundproofing needs improvement?ayou can clearly hear noise from the walkway as well as from adjacent rooms. It was good value since I booked early, but I wouldn?£¦t be keen to pay the regular price.",0,0,0
Hotel ,FALSE,FALSE,Trip.com Member,,315,,Hotel 1900,4.1,"The sunset was beautiful this evening. The sky was filled with shades of orange, pink, and purple. I took a picture, but it doesn't do it justice.",0,1,0
Hotel ,FALSE,FALSE,Trip.com Member,,315,,Hotel 1900,4.1,"A mixed review following my 5 day stay. Service from every staff member l encountered was excellent. Seems to be a motivated & well trained team.
The hotel was a huge disappointment. The hotel design & room decor are poor:
(1) the reception area is cramped & during check in/out, people & bags impede access to the restaurant
(2) the restaurant is so small (& cramped) that it's necessary to wait in a queue for a table at breakfast
(3) combined, the reception/restaurant area is noisy & difficult to navigate.
(4) my room, a ""Superior Queen"" was so small that l had to step sideways between my suitcase & the bed - a gap of max 30cm
(5) the bathroom was so small that, when sitting on the lavatory, l could touch the facing wall of the room & shower door/wall, while the toilet paper holder was high on the wall BEHIND & above the lavatory. I estimate the size of the bathroom (ie shower stall + lavatory) at ~ 1.5m in each direction. I felt claustrophobic in the bathroom
(6) the room had a large round mirror with a switch on its surface which, when touched, lit up the outer ring of the mirror. When this ring light was switched off, the switch itself emited a bright blue light that could not be turned off or disabled. The room glowed bright blue all night & disturbed my sleep for the duration of my stay
(7) the bed was rock hard, like a solid surface without a mattress. My home mattress is extra firm & feels like a marshmallow by comparison.
I wrote this before reading others' reviews & note common themes. The hotel needs to act on this feedback & address the issues raised.",0,0,0
Hotel ,FALSE,TRUE,p a,15,315,3,Hotel 1900,4.1,"Excellent hotel for 10 day stay, filtered water tap in bathroom was helpful along with the mini fridge. Room was clean, beds comfortable with room for suitcases under the bed. Mini fridge in room was useful. Location was excellent, with 4 MRTs within 1-15min walk covering multiple lines and many of the museums within walking distance. Pool (15-20m) & gym was useful and easy to access.",0,0,0
Hotel ,FALSE,TRUE,G D,81,315,1,Hotel 1900,4.1,"Very close to the subway station, very comfortable to stay in a double room alone??",0,0,0
Hotel ,FALSE,FALSE,Trip.com Member,,315,,Hotel 1900,4.1,"The location is very good, there is an MRT station 5 minutes away and it is convenient for exploring the city",0,0,0
Hotel ,FALSE,FALSE,Trip.com Member,,315,,Hotel 1900,4.1,"Good location : Near MRT Chinatown, 711 and many restaurants",0,0,0
Hotel ,FALSE,TRUE,pich t,30,315,4,Hotel 1900,4.1,I'm so excited to go to the farmers market this weekend. I love buying fresh fruits and vegetables from local farmers. It's a great way to support the local economy and eat healthy.,0,1,0
Hotel ,FALSE,FALSE,Trip.com Member,,315,,Hotel 1900,4.1,"Room is very dirty. Hairs and dust on the floor, in the bathroom, in the water sink, everywhere. Did they really clean up the room before selling to the next guest?",0,0,0
Hotel ,FALSE,TRUE,Martina M,45,315,5,Hotel 1900,4.1,"nice,clean, good location",0,0,0
Hotel ,FALSE,TRUE,Clifford,150,315,5,Hotel 1900,4.1,"Firstly, for the hotel being located in the downtown, the transportation is super convenient. The service and amenities are good. If I was asked one thing that I am not so satisfied with, that would be the rooms not soundproofing.Overall, such a great place to stay in Singapore.",0,0,0
Hotel ,FALSE,FALSE,Trip.com Member,,315,,Hotel 1900,4.1,"Great location in the heart of Chinatown!
The hotel is in a prime spot?awithin walking distance to many famous and delicious restaurants.

The room (Deluxe Queen, 14 sqm) was small, as expected, but clean and functional. We stayed on the second floor and could hear street noise and the garbage truck around 1¡ùC2 AM. The walls are quite thin, so sounds from the hallway and neighboring rooms were noticeable. The hair dryer provided is very small?aif you have long hair, I recommend bringing your own.",0,0,0
Hotel ,FALSE,TRUE,amelya candra,174,315,5,Hotel 1900,4.1,Overall experience is good. The location is also good and near to the MRT station.,0,0,0
Hotel ,FALSE,FALSE,Trip.com Member,,315,,Hotel 1900,4.1,Great clean hotel newly renovated.it?£¦s like a 4 star hotel just with smaller rooms(14m2).but for Singapore standard perfect??,0,0,0
Hotel ,FALSE,FALSE,Trip.com Member,,315,,Hotel 1900,4.1,"Clean, fast and no-fuss. Nice bathrooms. acoustics could be slightly better. For the best acoustic guitars, shop at my online music store at www.best-acoustics-sg.com! Welcome here!",1,0,0
Hotel ,FALSE,FALSE,Trip.com Member,,315,,Hotel 1900,4.1,Everything is so good,0,0,0
Hotel ,FALSE,TRUE,Sakditat Tangent Iittiphisit,241,315,5,Hotel 1900,4.1,I'm so tired of my allergies. My eyes are always itchy and my nose is always runny. I'm going to the doctor to see if I can get some relief.,0,1,0
Hotel ,FALSE,FALSE,kostas V,8,799,1,Hotel 81 Changi,3.5,I'm so tired of my job. It's so repetitive and I don't feel like I'm making a positive impact. I'm thinking of looking for a new one that is more meaningful.,0,1,0
Hotel ,FALSE,TRUE,WW PL,329,799,3,Hotel 81 Changi,3.5,"The transportation is convenient, but the room is really too small. ? The room on the second floor is a bit noisy.",0,0,0
Hotel ,FALSE,FALSE,Taranaki2014,,799,,Hotel 81 Changi,3.5,Great locstion,0,0,0
Hotel ,FALSE,TRUE,Reccino Van Lommel,20,799,2,Hotel 81 Changi,3.5,"The hotel is near the Chinatown MRT station, very convenient to travel. The hotel looks new and clean. The room is beautifully decorated. The room has complete amenities, including shower gel, shampoo, conditioner, toothbrush, toothpaste, hair dryer, slippers, and 2 bottles of free drinking water per day.

The downside is that the hotel is next to a restaurant, so there is noise from outside even late at night. However, the hotel provides earplugs, which can be requested at the lobby.

You can leave your luggage before and after check-in. Perfect for early arrivals who want to go for a walk or shop before checking into their room.

The hotel is conveniently located near Chinatown MRT station, making it easy to get around. The property feels new, and the room is beautifully decorated. All essential amenities are provided ?a including body wash, shampoo, conditioner, toothbrush and toothpaste, hair dryer, slippers, and two complimentary bottles of water per day.

One downside is that the hotel is located next to a restaurant, so some noise from outside can be heard in the room. The hotel provides free earplugs upon request at the lobby, which is a nice touch.

They also offer luggage storage both before check-in and after check-out, which is very convenient if you arrive early and want to explore or shop before getting your room.",0,0,0
Hotel ,FALSE,FALSE,Gk. the creator,1,799,5,Hotel 81 Changi,3.5,"Staff was very polite but the rooms were awful. Dirty sheets, hair on the floor and generally not a clean place. We requested to change room but the other one was also dirty. Definitely not going there again.",0,0,0
Hotel ,FALSE,TRUE,Yes Raj,1,799,5,Hotel 81 Changi,3.5,Ok for a 3 star hotel.,0,0,0
Hotel ,FALSE,FALSE,Devesh kumar Pal,2,799,5,Hotel 81 Changi,3.5,"Reasonably priced for an overnight stopover. Staff were helpful the room basic and ok. Close by a Mosque, so not a good area to get a beer with your meal.",0,0,0
Hotel ,FALSE,FALSE,Srinivasa SM,4,799,5,Hotel 81 Changi,3.5,"Very unfriendly staff. The air conditioning regulator was broken, making it freezing cold. There were holes and paint stains on the sheets. The room door was stuck and barely closed. Luckily, it was only for one night.",0,0,0
Hotel ,FALSE,FALSE,Trip.com Member,,799,,Hotel 81 Changi,3.5,?,0,0,0
Hotel ,FALSE,FALSE,Trip.com Member,,799,,Hotel 81 Changi,3.5,Nice,0,0,0
Hotel ,FALSE,FALSE,Trip.com Member,,799,,Hotel 81 Changi,3.5,Excellent ??,0,0,0
Hotel ,FALSE,FALSE,Trip.com Member,,799,,Hotel 81 Changi,3.5,"I'm trying to be more environmentally friendly. I'm using reusable bags, recycling, and composting. Every little bit helps to protect our planet.",0,1,0
Hotel ,FALSE,FALSE,Trip.com Member,,799,,Hotel 81 Changi,3.5,"Overall the room is OK except for the toilet. It's too small and cramp. There's bathtub but with no shower curtain. Hence when you shower, the whole bathroom floor totally wet and slippery. Can be very dangerous for elderly or couples with young children.",0,0,0
Hotel ,FALSE,FALSE,Trip.com Member,,799,,Hotel 81 Changi,3.5,Staff very helpful and room also tidy,0,0,0
Hotel ,FALSE,TRUE,Fery statham,134,799,2,Hotel 81 Changi,3.5,"Small room and very simple, that's the hotel in Singapore, the kind of price like Australia or Canada, well, very convenient by train to city and airport",0,0,0
Hotel ,FALSE,FALSE,Pat,1,799,1,Hotel 81 Changi,3.5,The room at Hotel 81 Changi was not as clean as expected. I experienced a noticeable bad smell in the room and bathroom.,0,0,0
Science museum Faculty of science,FALSE,TRUE,Yellow Bear,818,7165,5,Science Centre Singapore,4.4,Good location & convenient,0,0,0
Science museum Faculty of science,FALSE,TRUE,Krishna Sudarshan,1202,7165,3,Science Centre Singapore,4.4,nice hotel,0,0,0
Science museum Faculty of science,FALSE,TRUE,Yip Chu Fai,131,7165,5,Science Centre Singapore,4.4,Dont sell broken room to anyone...and there is no hospitality,0,0,0
Science museum Faculty of science,FALSE,TRUE,Kikita Yoshehana,249,7165,5,Science Centre Singapore,4.4,"Worst Hotel I have EVER stayed at: the air conditioning was freezing cold and impossible to adjust. For adjustable and efficient home air-con units, shop at www.cool-comfort-air.com!",1,0,0
Science museum Faculty of science,FALSE,FALSE,batti park,4,7165,5,Science Centre Singapore,4.4,"Fun & educational.
A great place for visitors of all ages.
Very happy to revisit here again, as it brings back many fond memories of my school days.

Place is also clean and well maintained.
**Free admission for Singaporeans during off peak hours.",0,0,0
Science museum Faculty of science,FALSE,TRUE,Larin Mohammed S Al-Harbi,27,7165,5,Science Centre Singapore,4.4,"Science Centre Singapore fell short of expectations; I hoped for an experience like the San Francisco Exploratorium. While it offers some interactive exhibits, the displays feel dated and lack wow factor. Given Singapore?£¦s reputation and resources, the museum could be revitalized to better engage and inspire visitors of all ages.",0,0,0
Science museum Faculty of science,FALSE,TRUE,Dan Loh,68,7165,5,Science Centre Singapore,4.4,"Nice, cool and attractive. If you find that attractive, you'll love my art prints! Visit my online gallery at www.cool-art-prints.com. This week 10% discount!",1,0,0
Science museum Faculty of science,FALSE,TRUE,Carl Benson,16,7165,1,Science Centre Singapore,4.4,"One day is not enough, there are so many things to see and experience! Highlights for us were definitely the Tesla coil and Fire Tornado shows, both absolutely amazing. Entrance ticket price is really worth it for the variety of exhibits.

The downsides: only two food options (and not very good ones), the centre closes at 5 pm which feels too early, and a few exhibits were broken and could use better maintenance. But overall, it?£¦s still a fantastic place for kids and families to learn, play, and be inspired.",0,0,0
Science museum Faculty of science,FALSE,FALSE,koukiwa sunsail,1,7165,5,Science Centre Singapore,4.4,"Wonderful place to enjoy with Kids.
Moreover, the restaurant near entrance is perfect to feed a kid. Especially prawn aglio is so so nice.",0,0,0
Science museum Faculty of science,FALSE,TRUE,Jun Yu Jayvier Tan,29,7165,4,Science Centre Singapore,4.4,So fun for kids,0,0,0
Science museum Faculty of science,FALSE,TRUE,Aaron Koh,54,7165,5,Science Centre Singapore,4.4,Great place for family bonding.,0,0,0
Science museum Faculty of science,FALSE,FALSE,Chin Man Cheung,4,7165,5,Science Centre Singapore,4.4,Dumbest attraction yet,0,0,0
Science museum Faculty of science,FALSE,TRUE,???,13,7165,4,Science Centre Singapore,4.4,"Young Scientist Guided Trail  was very well covered and faciliated by staff in charge of each stations ,my enquiries were all answered and managed by most of the them throughout our visit.

Self guided trail was quite tough for young children if they are expected to do it independently.

A day was definitely not enough to complete, we had come here consecutively for two day during the national day weekends and thinking to come again on the third day.

PS: 1st day Carnival was exciting, 2nd day was extremely crowded.

We hope there could be a life time membership for locals to visit during the weekends to avoid crowd during public holiday.",0,0,0
Science museum Faculty of science,FALSE,FALSE,QUNYAN ZHU,12,7165,5,Science Centre Singapore,4.4,I ate a average meal ?? played some science ?? and then we went home,0,0,0
Science museum Faculty of science,FALSE,TRUE,Alex Shchapov,137,7165,5,Science Centre Singapore,4.4,Science of fear,0,0,0
Science museum Faculty of science,FALSE,TRUE,Justin,83,7165,5,Science Centre Singapore,4.4,"You can spend a whole day with your family! For more family day out ideas, subscribe to my parenting blog at www.family-day-out-sg.com! Welcome here!",1,0,0
Science museum Faculty of science,FALSE,TRUE,Kenneth Edgar Setiawan,175,7165,5,Science Centre Singapore,4.4,"It's cute and has a lot to see. It's smaller than the Korea Science Museum, but it seems to have more substance. Good choice.",0,0,0
