class_both,isAdvertisement,isLocalGuide,name,reviewerNumberOfReviews,reviewsCount,stars,review_text,textTranslated,place_title,place_totalScore,translatedLanguage
Hot pot restaurant ,FALSE,TRUE,Kelly Han,66,1128,5,"Served by xiao wu today.
Friendly and approachable staff.
Fast and efficient service.
Without us asking, he already served us what we need.
Excellent service.",,Haidilao,4.7,
Hot pot restaurant ,FALSE,TRUE,Eswaran Gunasagaran,35,1128,5,"World class as always:)
Superb service by Qin Hua (Golden flower) and team.

Such genuine service !!!! Haidilao management please please treasure Miss Qin Hua:)

I love Hiaidlao!",,Haidilao,4.7,
Hot pot restaurant ,FALSE,TRUE,Tuyết Nguyễn,0,1128,5,,,Haidilao,4.7,
Hot pot restaurant ,FALSE,FALSE,Ara Ong,2,1128,5,"Had a pre-birthday dinner at hdl Jp, food was great. Service by the staff Eric was really great. He is a really nice and friendly guy who is very helpful and approachable. Attentive too. Service line really needed staff like him. Thanks!",,Haidilao,4.7,
Hot pot restaurant ,FALSE,TRUE,Wong,238,1128,5,Been here multiple times and the service has always been great! Tried the new hot and spicy soup and it was yummy with just the right amount of spiciness.,,Haidilao,4.7,
Hot pot restaurant ,FALSE,FALSE,May Lee,1,1128,5,"NaNa服务很好很亲切下次我还会再回来的,Jurong point Haidilao
我的朋友是從马来西亚来的看到他的服务特别的棒🥰👏🫰特别的表扬她❤️","NaNa's service is very good and friendly. I will come back next time, Jurong point Haidilao
My friend is from Malaysia and saw that his service is very good 🥰👏🫰 I especially praise her❤️",Haidilao,4.7,en
Hot pot restaurant ,FALSE,FALSE,Chui Hon Goh,7,1128,5,"NANA 服务很好很亲切下次还会再来的,Jurong Point Haidilao 最棒最喜欢了 朋友从东部来这边",NANA service is very good and friendly. I will come again next time. Jurong Point Haidilao is the best and I like it the most. My friend came here from the east.,Haidilao,4.7,en
Restaurant ,FALSE,TRUE,Neo Ping,86,130,5,Love their spicy fried chicken!,,Devil Chicken,4.5,
Restaurant ,FALSE,FALSE,Jason Lim,2,130,5,Very nice to eat. Taste same as Taiwan,,Devil Chicken,4.5,
Restaurant ,FALSE,FALSE,Ling King Wong,1,130,5,,,Devil Chicken,4.5,
Restaurant ,FALSE,FALSE,May Loh,6,130,1,"I’m always a supporter of Devil Chicken and regular customer at Jurong Point branch. Purchased their vouchers but always forget to bring whenever I wanted to eat. In April, I’ve paid cash a few times as they told me not to worry that vouchers expired in May. I took for granted is end May. Today I realized is on 2 May. I pleaded to them but to no avail.  I think they should practice flexibility here.",,Devil Chicken,4.5,
Restaurant ,FALSE,FALSE,Yong Xiang Keh,2,130,5,Excellent chicken with great seasoning and excellent service,,Devil Chicken,4.5,
Restaurant ,FALSE,TRUE,Faith Ang,108,130,5,best taiwan fried chicken in town. i get it every time i go to jurong point,,Devil Chicken,4.5,
Restaurant ,FALSE,FALSE,Kum Tuck Lee,2,130,5,Very Good,,Devil Chicken,4.5,
Restaurant ,FALSE,FALSE,Pingsan Fan,1,130,5,,,Devil Chicken,4.5,
Restaurant ,FALSE,TRUE,Kimberlin Cheng,42,130,3,"Why the chicken skin have hair 🫠🫠🫠🫠

can yall check the chicken skin before frying 🤮",,Devil Chicken,4.5,
Restaurant ,FALSE,FALSE,jasmine yee,3,130,5,,,Devil Chicken,4.5,
Restaurant ,FALSE,TRUE,W.J P,73,130,5,The best chicken in singapore. Succulent and juicy. The only time I choose chicken breast over thighs is coz theirs is so good. The only negative thing is that they shut down white a few outlets and can only get from jurong point or bedok mall now.,,Devil Chicken,4.5,
Restaurant ,FALSE,FALSE,Chuan Eng Ong,2,130,5,,,Devil Chicken,4.5,
Restaurant ,FALSE,FALSE,wang hong,2,130,5,,,Devil Chicken,4.5,
Restaurant ,FALSE,TRUE,AC Chan,344,130,5,"Do you prefer eating fried chicken skin better than the meat? Yup, I am one of those who will happily chow down the chicken skin minus the meat, anytime.
Gleefully snacking on these massive, golden-brown crisp skin @DevilChickensg that crackles with each bite.",,Devil Chicken,4.5,
Restaurant ,FALSE,FALSE,Xue ping Li,0,130,5,,,Devil Chicken,4.5,
Restaurant ,FALSE,FALSE,Ashley Sum,5,130,5,,,Devil Chicken,4.5,
Restaurant ,FALSE,FALSE,Encore Bong,5,130,5,Good,,Devil Chicken,4.5,
Restaurant ,FALSE,FALSE,Zhiqiang Zeng (Kevin),5,130,1,点了一个招牌鸡排。没想到这么难吃，肉又咸又柴，吃了一半实在吃不下去了，全扔垃圾桶了。再也不会来买了😔,I ordered a signature chicken chop. I didn't expect it to be so bad. The meat was salty and tough. I couldn't finish it halfway through and threw it all in the trash. I will never buy it again 😔,Devil Chicken,4.5,en
Restaurant ,FALSE,TRUE,Naomi Anneliese,49,130,5,"Addictive to the max... have been going so often the girls can almost remember my order 😂 the staff at jurong point very friendly too. Especially xinyi, friendly and bubbly.",,Devil Chicken,4.5,
Restaurant ,FALSE,FALSE,The Snap Co,4,130,1,"Very concerned about my food, the lady kept coughing without wearing masks.",,Devil Chicken,4.5,
Taiwanese restaurant ,FALSE,FALSE,Ox Lim,3,205,5,"friendly staff. Nice and fast, definitely will back again",,I Love Taimei Clementi,4.9,
Taiwanese restaurant ,FALSE,FALSE,Katrina Wong,6,205,5,Great service and food and drinks!,,I Love Taimei Clementi,4.9,
Taiwanese restaurant ,FALSE,TRUE,Kuran Konan,13,205,5,Great experience! Smooth and got a good drink,,I Love Taimei Clementi,4.9,
Taiwanese restaurant ,FALSE,FALSE,ting fang,6,205,5,The service crew is kinda patient in guiding me how to order,,I Love Taimei Clementi,4.9,
Taiwanese restaurant ,FALSE,FALSE,Chingyee,1,205,5,heerlijke boba!,delicious boba!,I Love Taimei Clementi,4.9,en
Taiwanese restaurant ,FALSE,FALSE,Kathleen Hartono,1,205,5,Great experience with the staff and drinks!! Super friendly!,,I Love Taimei Clementi,4.9,
Taiwanese restaurant ,FALSE,FALSE,Steven chew,1,205,5,great,,I Love Taimei Clementi,4.9,
Taiwanese restaurant ,FALSE,FALSE,See Yun yow,4,205,5,,,I Love Taimei Clementi,4.9,
Taiwanese restaurant ,FALSE,FALSE,See Kwang,0,205,5,,,I Love Taimei Clementi,4.9,
Taiwanese restaurant ,FALSE,FALSE,Lyra Wong,0,205,5,,,I Love Taimei Clementi,4.9,
Taiwanese restaurant ,FALSE,TRUE,Bradley Tong,12,205,5,Service was fast and staff were friendly!,,I Love Taimei Clementi,4.9,
Taiwanese restaurant ,FALSE,FALSE,Cat,2,205,4,,,I Love Taimei Clementi,4.9,
Taiwanese restaurant ,FALSE,FALSE,rayson leong,5,205,5,,,I Love Taimei Clementi,4.9,
Taiwanese restaurant ,FALSE,FALSE,Summer Yu,5,205,5,,,I Love Taimei Clementi,4.9,
Taiwanese restaurant ,FALSE,TRUE,Whai Kit Tham,79,205,5,,,I Love Taimei Clementi,4.9,
Taiwanese restaurant ,FALSE,FALSE,wjia pang,0,205,5,,,I Love Taimei Clementi,4.9,
Taiwanese restaurant ,FALSE,FALSE,Hee Jung,2,205,5,nice drink,,I Love Taimei Clementi,4.9,
Taiwanese restaurant ,FALSE,FALSE,jingxuan hoo,1,205,5,all good， the waiter very nice and kindly,,I Love Taimei Clementi,4.9,
Taiwanese restaurant ,FALSE,FALSE,hoo,0,205,5,,,I Love Taimei Clementi,4.9,
Taiwanese restaurant ,FALSE,FALSE,Goh Koon Hua,11,205,5,,,I Love Taimei Clementi,4.9,
Thai restaurant Asian restaurant,FALSE,FALSE,Theo Wong,0,2209,5,,,Sawasdee Thai Restaurant,4.7,
Thai restaurant Asian restaurant,FALSE,FALSE,Lee Jing Kai,1,2209,5,"Had an amazing experience at Sawasdee…the Tom Yum soup was flavorful and spicy, service was friendly and attentive, and the cozy atmosphere made it perfect.",,Sawasdee Thai Restaurant,4.7,
Thai restaurant Asian restaurant,FALSE,FALSE,han Han,1,2209,5,Good service & friendly staff,,Sawasdee Thai Restaurant,4.7,
Thai restaurant Asian restaurant,FALSE,FALSE,Akash Yewale,1,2209,4,,,Sawasdee Thai Restaurant,4.7,
Thai restaurant Asian restaurant,FALSE,FALSE,Emmanuel Mélin,3,2209,5,"Adresse à recommander ; c’est très  très bon, bien cuisiné, bien relevé !","A recommended address; it’s very, very good, well cooked, well seasoned!",Sawasdee Thai Restaurant,4.7,en
Thai restaurant Asian restaurant,FALSE,FALSE,Monika Jagodzińska,3,2209,5,Delicious,,Sawasdee Thai Restaurant,4.7,
Thai restaurant Asian restaurant,FALSE,FALSE,Michał Jańczyk,7,2209,5,"I had a wonderful time here! The atmosphere is cozy and welcoming, and the staff are very friendly and attentive. The food was fresh, flavorful, and beautifully presented. I especially enjoyed the drinks—they were refreshing and perfectly balanced. Everything was served promptly, and the overall experience felt very warm and inviting. Definitely a place I’d love to come back to and recommend to friends!",,Sawasdee Thai Restaurant,4.7,
Thai restaurant Asian restaurant,FALSE,TRUE,Gary Chapman,59,2209,2,Average. There are better.,,Sawasdee Thai Restaurant,4.7,
Thai restaurant Asian restaurant,FALSE,FALSE,Alice Bacis,2,2209,5,Beautiful and cozy place to eat :),,Sawasdee Thai Restaurant,4.7,
Thai restaurant Asian restaurant,FALSE,FALSE,ADARSH GOYAL,6,2209,5,"Amazing place...and bonus, u will get veg food as well",,Sawasdee Thai Restaurant,4.7,
Thai restaurant Asian restaurant,FALSE,FALSE,nawa Chan,1,2209,4,,,Sawasdee Thai Restaurant,4.7,
Thai restaurant Asian restaurant,FALSE,TRUE,Jenny Zhen,92,2209,5,"Nice ambient, nice stuff, nice food. Worth coming",,Sawasdee Thai Restaurant,4.7,
Thai restaurant Asian restaurant,FALSE,TRUE,Ming Gang Foo,102,2209,5,Good service and good atmosphere,,Sawasdee Thai Restaurant,4.7,
Thai restaurant Asian restaurant,FALSE,TRUE,Virma G,24,2209,4,Buon thailandese a prezzi onesti. Abbiamo provato qualche piatto ma una nota di merita va sicuramente al fried rice e alle zuppe!,"Good Thai food at fair prices. We tried a few dishes, but the fried rice and soups definitely deserve a special mention!",Sawasdee Thai Restaurant,4.7,en
Thai restaurant Asian restaurant,FALSE,FALSE,Ayesha Sharma,3,2209,3,Food was okay. Nothing too out of the world. Have had better thai elsewhere.,,Sawasdee Thai Restaurant,4.7,
Thai restaurant Asian restaurant,FALSE,FALSE,LONG CHEN,4,2209,5,"Food is delicious, and also fast serviced as well.",,Sawasdee Thai Restaurant,4.7,
Thai restaurant Asian restaurant,FALSE,TRUE,Io Io,123,2209,2,"Locale carino e accogliente, arredato con gusto e ideale per una cena rilassante. I piatti sono ben presentati e mantengono un buon equilibrio tra autenticità e creatività, nulla a che vedere con la vera cucina thai.
Il servizio è gentile e professionale, anche se non sempre rapidissimo. I prezzi sono sopra la media per un ristorante thai,..., recensioni alte perché ti offrono da bere se ne fai una positiva ... trovo scorretto , solo per questo darei una stella.","A charming and welcoming place, tastefully decorated and ideal for a relaxing dinner. The dishes are beautifully presented and strike a good balance between authenticity and creativity, nothing like authentic Thai cuisine.
The service is friendly and professional, though not always prompt. The prices are above average for a Thai restaurant... High reviews because they offer you a free drink if you give a positive review... I find this unfair; for that alone, I'd give it one star.",Sawasdee Thai Restaurant,4.7,en
Thai restaurant Asian restaurant,FALSE,FALSE,cristina stelluti,2,2209,5,"Molto buono, veloce e pratico","Very good, fast and practical",Sawasdee Thai Restaurant,4.7,en
Thai restaurant Asian restaurant,FALSE,TRUE,Michał Tomza,13,2209,5,,,Sawasdee Thai Restaurant,4.7,
Thai restaurant Asian restaurant,FALSE,FALSE,Max,2,2209,5,,,Sawasdee Thai Restaurant,4.7,
Thai restaurant Asian restaurant,FALSE,FALSE,Melissa,1,2209,5,schönes Ambiente,beautiful ambience,Sawasdee Thai Restaurant,4.7,en
Thai restaurant Asian restaurant,FALSE,FALSE,Selin,12,2209,5,,,Sawasdee Thai Restaurant,4.7,
Thai restaurant Asian restaurant,FALSE,FALSE,linebiiene,4,2209,5,Sehr leckeres Essen!,Very tasty food!,Sawasdee Thai Restaurant,4.7,en
Thai restaurant Asian restaurant,FALSE,FALSE,Tabea Dädlo,2,2209,5,,,Sawasdee Thai Restaurant,4.7,
Thai restaurant Asian restaurant,FALSE,FALSE,John So,1,2209,5,We had the shell-less chili crab which was decent. Definite big plus is the convenience of not having to pick the meat off!,,Sawasdee Thai Restaurant,4.7,
Thai restaurant Asian restaurant,FALSE,TRUE,Jinjuta Rattakarnkowiboon,28,2209,5,"อาหารไทยอร่อยมากค่ะ
#ข้าวผัดต้มยำทะเล
น้ำจิ้มซีฟู้ดดีมากแม่
สั่งกลับบ้านก็ยังอร่อย ❤️","Thai food is so delicious.
#Tom Yum Seafood Fried Rice
The seafood sauce is so good, Mom.
Even ordering takeout is delicious. ❤️",Sawasdee Thai Restaurant,4.7,en
Thai restaurant Asian restaurant,FALSE,FALSE,Vu Doan,2,2209,5,Nice food-nice service,,Sawasdee Thai Restaurant,4.7,
Thai restaurant Asian restaurant,FALSE,FALSE,Gabriel Toh,6,2209,5,Great food!,,Sawasdee Thai Restaurant,4.7,
Thai restaurant Asian restaurant,FALSE,FALSE,Jason Jonathan,1,2209,5,great,,Sawasdee Thai Restaurant,4.7,
Thai restaurant Asian restaurant,FALSE,TRUE,René K,68,2209,5,Essen lecker und reichlich. Nicht so günstig wie in den Hawker Centern aber dafür mit Service...,"The food is delicious and plentiful. Not as cheap as in hawker centers, but the service is excellent...",Sawasdee Thai Restaurant,4.7,en
Thai restaurant Asian restaurant,FALSE,FALSE,Rachel,0,2209,5,,,Sawasdee Thai Restaurant,4.7,
Thai restaurant Asian restaurant,FALSE,FALSE,Justin Wong,2,2209,5,"Very nice, review get free drink",,Sawasdee Thai Restaurant,4.7,
Thai restaurant Asian restaurant,FALSE,FALSE,Sebastian Joseph,6,2209,5,"Best thai food ever ......!
Great food, great ambiance and great service ........",,Sawasdee Thai Restaurant,4.7,
Thai restaurant Asian restaurant,FALSE,FALSE,สุพรรณวดี วงศ์พุ่ม,0,2209,5,,,Sawasdee Thai Restaurant,4.7,
Thai restaurant Asian restaurant,FALSE,FALSE,Nancy Batal,2,2209,4,Great traditional Thai meal. Food portions were large and filling. Very happy with the meal,,Sawasdee Thai Restaurant,4.7,
Thai restaurant Asian restaurant,FALSE,FALSE,Michele Chong,5,2209,5,,,Sawasdee Thai Restaurant,4.7,
Thai restaurant Asian restaurant,FALSE,FALSE,Martyna O,5,2209,5,Delicious food! Gluten free friendly 🥰,,Sawasdee Thai Restaurant,4.7,
Thai restaurant Asian restaurant,FALSE,FALSE,Grey Alex,0,2209,5,,,Sawasdee Thai Restaurant,4.7,
Thai restaurant Asian restaurant,FALSE,FALSE,karim Messar,18,2209,5,Bon restaurant. Personnel agréable et serviable,Good restaurant. Pleasant and helpful staff.,Sawasdee Thai Restaurant,4.7,en
Thai restaurant Asian restaurant,FALSE,FALSE,Emilie Paillé,6,2209,5,,,Sawasdee Thai Restaurant,4.7,
Vegetarian restaurant Vegan restaurant,FALSE,FALSE,Jayden Tan,3,340,5,Very good service friendly staff,,Greendot Jurong Point,4.4,
Vegetarian restaurant Vegan restaurant,FALSE,FALSE,Violet,1,340,5,"The place is very lovely and the staff is really kind, helpful and engaging",,Greendot Jurong Point,4.4,
Vegetarian restaurant Vegan restaurant,FALSE,FALSE,halo,2,340,5,,,Greendot Jurong Point,4.4,
Vegetarian restaurant Vegan restaurant,FALSE,FALSE,juann,3,340,5,really good vegetarian food and the service is really good as well :),,Greendot Jurong Point,4.4,
Vegetarian restaurant Vegan restaurant,FALSE,FALSE,Cindy Liu,1,340,5,Very refreshing and tasty food,,Greendot Jurong Point,4.4,
Vegetarian restaurant Vegan restaurant,FALSE,FALSE,Eddy Kung,11,340,5,Green dot is great and nice place for vegetarian food. Nice ambient lighting too. Comfortable when having my meal here. Recommended,,Greendot Jurong Point,4.4,
Vegetarian restaurant Vegan restaurant,FALSE,FALSE,Mavis,2,340,5,,,Greendot Jurong Point,4.4,
Vegetarian restaurant Vegan restaurant,FALSE,FALSE,YJ Lim,8,340,5,Always a comfortable experience with delicious vegetarian meal at JP,,Greendot Jurong Point,4.4,
Vegetarian restaurant Vegan restaurant,FALSE,FALSE,scrappylittlebitch,1,340,5,Regular here. Good healthy vegetarian food. Would totally recommend!,,Greendot Jurong Point,4.4,
Vegetarian restaurant Vegan restaurant,FALSE,FALSE,suan choo seah,3,340,5,Great 👍,,Greendot Jurong Point,4.4,
Vegetarian restaurant Vegan restaurant,FALSE,FALSE,suo bin,1,340,5,nil,,Greendot Jurong Point,4.4,
Vegetarian restaurant Vegan restaurant,FALSE,FALSE,Khoo Zheng Yuan,2,340,5,Very nice food,,Greendot Jurong Point,4.4,
Vegetarian restaurant Vegan restaurant,FALSE,FALSE,justin goh,3,340,5,Very nice place for lunch,,Greendot Jurong Point,4.4,
Vegetarian restaurant Vegan restaurant,FALSE,FALSE,Jovan teo,3,340,5,very healthy,,Greendot Jurong Point,4.4,
Vegetarian restaurant Vegan restaurant,FALSE,TRUE,John Tan,57,340,5,Very nice food. The staff are very attentive and gives good advice when ordering food. Will definitely visit again to eat.,,Greendot Jurong Point,4.4,
Vegetarian restaurant Vegan restaurant,FALSE,FALSE,Yuni,4,340,5,太好了,Very good,Greendot Jurong Point,4.4,en
Vegetarian restaurant Vegan restaurant,FALSE,FALSE,rui min chow,1,340,5,Friendly staff,,Greendot Jurong Point,4.4,
Vegetarian restaurant Vegan restaurant,FALSE,TRUE,PEISZE LIAW,45,340,4,,,Greendot Jurong Point,4.4,
Vegetarian restaurant Vegan restaurant,FALSE,TRUE,Chu,11,340,5,"Pleasant dining experience, friendly staffs and good food! 👍🏻 Highly recommended, even for non-veg to try!",,Greendot Jurong Point,4.4,
Vegetarian restaurant Vegan restaurant,FALSE,FALSE,Jing Er Chin,3,340,5,员工和蔼可亲,Friendly staff,Greendot Jurong Point,4.4,en
Chinese restaurant ,FALSE,TRUE,Yap YY,40,502,5,Affordable and generous potions with wide variety of dishes.,,99 Buona Vista Kitchen,4.2,
Chinese restaurant ,FALSE,TRUE,Alvin Lee,24,502,4,Tucked in a corner at South Bouna Vista and Pasir Panjang Road. This interesting eatery serves many unique dishes and is actually pretty good. Worth giving it a go especially if you are nearby!,,99 Buona Vista Kitchen,4.2,
Chinese restaurant ,FALSE,TRUE,Andrew Chua,13,502,4,,,99 Buona Vista Kitchen,4.2,
Chinese restaurant ,FALSE,TRUE,anh duc le,5,502,3,,,99 Buona Vista Kitchen,4.2,
Chinese restaurant ,FALSE,TRUE,KING LIM,11,502,5,Nostalgic tze car place nestled in West Coast landed residential neighborhood. Standard tze car menu with good taste at reasonable price. Corner lot shophouse kopitiam ambient is a gem harder & harder to find in Singapore nowadays.,,99 Buona Vista Kitchen,4.2,
Chinese restaurant ,FALSE,TRUE,Jeffrey Ng,206,502,5,"This is a great spot for Tze Char dishes in the South Buona Vista area. The menu offers a wide variety of options, so there's something for everyone. We ordered the Hor Fun with egg and the Fried Rice with egg, both of which were delicious.

The service was efficient; our food arrived promptly not long after placing our order. The prices are reasonable, and the portions are generous, making it great value for money.

The taste was satisfying— the Hor Fun had a smooth, silky texture with a savory, rich gravy, and the Fried Rice was fragrant with a nice. Highly recommended!",,99 Buona Vista Kitchen,4.2,
Chinese restaurant ,FALSE,TRUE,Clive Heightman (Airborne),353,502,4,,,99 Buona Vista Kitchen,4.2,
Chinese restaurant ,FALSE,TRUE,Wong Song Wei,184,502,5,"Yummy lunch, quick food",,99 Buona Vista Kitchen,4.2,
Chinese restaurant ,FALSE,TRUE,Bruce,172,502,4,A traditional coffeeshop set up without aircon . Price is nice and price is reasonable. Parking has limited space . Need to walk about 10 mins for next parking place,,99 Buona Vista Kitchen,4.2,
Chinese restaurant ,FALSE,TRUE,Ajay Joseph,109,502,5,,,99 Buona Vista Kitchen,4.2,
Chinese restaurant ,FALSE,TRUE,Jerry Er,9,502,5,,,99 Buona Vista Kitchen,4.2,
Chinese restaurant ,FALSE,FALSE,Jasshan Kumeresh,1,502,5,"Great place, great food, staff is very nice",,99 Buona Vista Kitchen,4.2,
Chinese restaurant ,FALSE,TRUE,Devy Pribadi,316,502,5,"Pretty good Tze Char dish in South Buona Vista area. A lot of varieties on the menu that you can choose. What we have ordered were Salted Egg Pork Ribs, Hotplate Tofu with Seafood, Stir Fried Chicken with Black Bean Sauce, Fried Chicken Sliced with Salt and Pepper, Steamed Egg with Minced Meat, Sambal Sweet Potato Leaves.
Service was efficient, food came quickly not long after we ordered. Price were reasonable, decent portion, presentation quite good, and the taste was nice too. Recommended.",,99 Buona Vista Kitchen,4.2,
Chinese restaurant ,FALSE,FALSE,Samuel Lum,10,502,1,,,99 Buona Vista Kitchen,4.2,
Chinese restaurant ,FALSE,TRUE,Arlie Martin,22,502,5,We mostly do take out. Food is great and lots of options! Live the marmite ribs!,,99 Buona Vista Kitchen,4.2,
Chinese restaurant ,FALSE,TRUE,Kaiyi Liew,6,502,5,,,99 Buona Vista Kitchen,4.2,
Chinese restaurant ,FALSE,TRUE,Y,48,502,5,,,99 Buona Vista Kitchen,4.2,
Chinese restaurant ,FALSE,TRUE,Pulkit Saraswat,65,502,5,,,99 Buona Vista Kitchen,4.2,
Chinese restaurant ,FALSE,TRUE,Per Sweden,125,502,2,"I liked this place better a couple of years ago, unfortunately it seems like the food quality has dropped quite a bit.

Prices are low (quality too)
Portions are big
The service is ok.
Location and atmosphere is what it is.",,99 Buona Vista Kitchen,4.2,
Chinese restaurant ,FALSE,TRUE,Ishika Madushani,24,502,5,,,99 Buona Vista Kitchen,4.2,
Taiwanese restaurant ,FALSE,FALSE,Jordain Tay B.S,14,205,5,"Friendly staff at store, attentive services. Definitely be back again",,I Love Taimei Clementi,4.9,
Taiwanese restaurant ,FALSE,FALSE,Caroline Wee,7,205,5,The staffs are friendly. The food and drinks are nice.,,I Love Taimei Clementi,4.9,
Taiwanese restaurant ,FALSE,FALSE,Malcolm Yeoo,6,205,5,noice,noise,I Love Taimei Clementi,4.9,en
Taiwanese restaurant ,FALSE,FALSE,发才了,1,205,5,"The taste is very good, the service attitude is also very good, I like it very much, I will buy it again",,I Love Taimei Clementi,4.9,
Taiwanese restaurant ,FALSE,FALSE,Lingxuan,2,205,5,Good taste good service,,I Love Taimei Clementi,4.9,
Taiwanese restaurant ,FALSE,TRUE,Chris Chong,28,205,5,Delicious food. I always buy from them.,,I Love Taimei Clementi,4.9,
Taiwanese restaurant ,FALSE,FALSE,chan rachel,3,205,5,The food is nice and staffs are friendly,,I Love Taimei Clementi,4.9,
Taiwanese restaurant ,FALSE,TRUE,yvette (歆影),100,205,4,"只能外帶
旁邊的桌椅不是他們的 (if u wondering)

臺灣朋友說食物不錯
但為什麼是溏心蛋不是滷蛋
（他說這個問題很大）😂
我個人覺得溏心蛋不錯啊
如果加個醃黃瓜（他強調黃色的）
就完美了 (*^ｰ^)👍","Only take-out is available.
The tables and chairs next to them are not theirs (if u wondering).
My Taiwanese friend said the food was good.
But why was it soft-boiled egg instead of braised egg?
(He said this is a big question)😂
I personally think the soft-boiled egg is good.
If you add a pickled cucumber (he emphasized the yellow one),
it would be perfect (*^ｰ^)👍",I Love Taimei Clementi,4.9,en
Taiwanese restaurant ,FALSE,FALSE,Joel Yip,3,205,5,Will order again.,,I Love Taimei Clementi,4.9,
Taiwanese restaurant ,FALSE,FALSE,y,1,205,5,,,I Love Taimei Clementi,4.9,
Taiwanese restaurant ,FALSE,FALSE,eunice tan,4,205,5,,,I Love Taimei Clementi,4.9,
Taiwanese restaurant ,FALSE,FALSE,Wai Jia Pang,0,205,5,,,I Love Taimei Clementi,4.9,
Taiwanese restaurant ,FALSE,FALSE,Jack Ong,0,205,5,,,I Love Taimei Clementi,4.9,
Taiwanese restaurant ,FALSE,FALSE,Serena Wang,2,205,5,Great bubble tea and cozy atmosphere. Loved it!,,I Love Taimei Clementi,4.9,
Taiwanese restaurant ,FALSE,TRUE,Ben,181,205,5,,,I Love Taimei Clementi,4.9,
Taiwanese restaurant ,FALSE,FALSE,Anthea Tan,1,205,5,,,I Love Taimei Clementi,4.9,
Taiwanese restaurant ,FALSE,FALSE,Koh Jingya,6,205,5,really nice food and great service,,I Love Taimei Clementi,4.9,
Taiwanese restaurant ,FALSE,FALSE,Charles Tan,1,205,5,,,I Love Taimei Clementi,4.9,
Taiwanese restaurant ,FALSE,FALSE,Hoo Qiming,4,205,5,Friendly Staff，Great Service,,I Love Taimei Clementi,4.9,
Taiwanese restaurant ,FALSE,FALSE,Mei Ling Yong,1,205,5,,,I Love Taimei Clementi,4.9,
Asian restaurant ,FALSE,FALSE,Jacklyn T,0,265,5,,,Tong Sheng Bak Kut Teh 同勝肉骨茶,4.1,
Asian restaurant ,FALSE,TRUE,T Tan,590,265,4,"The soup BKT is really plain tasting.. Watery 3/5.

Dry BKT 5/5 on par with the best in Klang Selangor!

Service is excellent but on a bustling full house Sunday evening - we had to wait a full 50 mins before any drink or food was served.",,Tong Sheng Bak Kut Teh 同勝肉骨茶,4.1,
Asian restaurant ,FALSE,FALSE,Francis Lee,8,265,5,,,Tong Sheng Bak Kut Teh 同勝肉骨茶,4.1,
Asian restaurant ,FALSE,FALSE,JH Sun,2,265,5,,,Tong Sheng Bak Kut Teh 同勝肉骨茶,4.1,
Asian restaurant ,FALSE,FALSE,Terence Tang,8,265,2,"Good authentic herbal Bak Kut teh, interesting find in the West. However, I feel that staff could be more honest about the items they are charging to improve their service.

I ordered the small herbal Bak Kut teh ($10.5) with rice ($1), additional kidney ($5) and youtiao ($2h for dinner. However, when I went to make payment, i saw that I was charged an additional $5 for “瘦肉”, which I didn’t order. When I told the cashier that I didn’t order this item, she said it was already added into my dish and have been consumed by me (which I didn’t know since I didn’t order it). She also claimed she lost my order sheet. I was shocked by her reply and told her that I was not informed on this. She ended up refunding me the additional $5 without an apology.

In summary, I was charged extra $5 because an additional item was added to my order without my knowledge and the cashier tried to justify the additional charge, which was only refunded after I called out on it. I feel that this is not very honest on the part of the staff, and was disappointed by the experience.",,Tong Sheng Bak Kut Teh 同勝肉骨茶,4.1,
Asian restaurant ,FALSE,FALSE,Soon Kong Yew,1,265,5,,,Tong Sheng Bak Kut Teh 同勝肉骨茶,4.1,
Asian restaurant ,FALSE,FALSE,Jianhua Sun,0,265,5,,,Tong Sheng Bak Kut Teh 同勝肉骨茶,4.1,
Asian restaurant ,FALSE,TRUE,Evangeline,67,265,3,Food was normal. Prices are super expensive for a store under the HDB. Quite empty when I went on a Friday for dinner. Menu found here is not updated. Prices have shot up. They might have become complacent,,Tong Sheng Bak Kut Teh 同勝肉骨茶,4.1,
Asian restaurant ,FALSE,TRUE,Alison Ho,79,265,5,"First time trying. I find the herbal taste overwhelming even though I love herbal soups. If you want thick flavoured herbal, this is the place to go. I prefer mildly flavoured . Ordered two small soup ( one mixed, one ribs only). Portion was generous. The fried intestine was ok, could taste the marinated spices. Sambal kangkong was a hit for me. Would visit if I am nearby but sill not purposely go there to eat  . Staff were friendly and helpful.",,Tong Sheng Bak Kut Teh 同勝肉骨茶,4.1,
Asian restaurant ,FALSE,TRUE,Moy Jun Jie Jensen,44,265,5,Great food,,Tong Sheng Bak Kut Teh 同勝肉骨茶,4.1,
Asian restaurant ,FALSE,FALSE,Weng khwan Fong,1,265,2,,,Tong Sheng Bak Kut Teh 同勝肉骨茶,4.1,
Asian restaurant ,FALSE,TRUE,waiheng chew,44,265,3,食物都好吃,The food is delicious,Tong Sheng Bak Kut Teh 同勝肉骨茶,4.1,en
Asian restaurant ,FALSE,TRUE,Alan Tay,212,265,5,Nice place for dinner/lunch with selection for Aircon/Non Aircon. Food is good price is good. Place is relaxing. Food is authentic. Coffee n tea is authentic.,,Tong Sheng Bak Kut Teh 同勝肉骨茶,4.1,
